ok,level,attack_id,run_id,service,packet_count,byte_count,first_epoch,last_epoch,source_kind,campaign_relative_path,error
True,L1,iot_coap_response_fuzz,run02,coap,163,42684,1782965468.649051,1782965507.67877,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L1/run02/coap-iot_coap_response_fuzz-L1-run02.pcap,
True,L1,iot_coap_response_fuzz,run03,coap,163,42681,1782965510.613196,1782965549.643843,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L1/run03/coap-iot_coap_response_fuzz-L1-run03.pcap,
True,L1,iot_coap_response_fuzz,run04,coap,163,42683,1782965552.526807,1782965591.566341,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L1/run04/coap-iot_coap_response_fuzz-L1-run04.pcap,
True,L1,iot_coap_response_fuzz,run05,coap,163,42684,1782965594.51251,1782965633.548065,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L1/run05/coap-iot_coap_response_fuzz-L1-run05.pcap,
True,L2,iot_coap_response_fuzz,run01,coap,163,42684,1782965636.602122,1782965675.650473,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L2/run01/coap-iot_coap_response_fuzz-L2-run01.pcap,
True,L2,iot_coap_response_fuzz,run02,coap,163,42684,1782965678.611091,1782965717.65162,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L2/run02/coap-iot_coap_response_fuzz-L2-run02.pcap,
True,L2,iot_coap_response_fuzz,run03,coap,163,42684,1782965720.666564,1782965759.727442,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L2/run03/coap-iot_coap_response_fuzz-L2-run03.pcap,
True,L2,iot_coap_response_fuzz,run04,coap,163,42684,1782965762.761633,1782965801.812131,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L2/run04/coap-iot_coap_response_fuzz-L2-run04.pcap,
True,L2,iot_coap_response_fuzz,run05,coap,163,42683,1782965804.924362,1782965843.965717,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L2/run05/coap-iot_coap_response_fuzz-L2-run05.pcap,
True,L3,iot_coap_response_fuzz,run01,coap,163,42684,1782965846.97593,1782965886.01282,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L3/run01/coap-iot_coap_response_fuzz-L3-run01.pcap,
True,L3,iot_coap_response_fuzz,run02,coap,163,42683,1782965888.993171,1782965928.035313,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L3/run02/coap-iot_coap_response_fuzz-L3-run02.pcap,
True,L3,iot_coap_response_fuzz,run03,coap,163,42684,1782965931.158983,1782965970.203852,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L3/run03/coap-iot_coap_response_fuzz-L3-run03.pcap,
True,L3,iot_coap_response_fuzz,run04,coap,163,42683,1782965973.412498,1782966012.446489,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L3/run04/coap-iot_coap_response_fuzz-L3-run04.pcap,
True,L3,iot_coap_response_fuzz,run05,coap,163,42682,1782966015.679171,1782966054.721429,features,iot_coap_response_fuzz/iot_coap_response_fuzz/L3/run05/coap-iot_coap_response_fuzz-L3-run05.pcap,
True,L0,iot_coap_token_collision,run01,coap,79,5609,1782966118.144836,1782966157.19725,features,iot_coap_token_collision/iot_coap_token_collision/L0/run01/coap-iot_coap_token_collision-L0-run01.pcap,
True,L0,iot_coap_token_collision,run02,coap,79,5609,1782966161.120271,1782966200.152118,features,iot_coap_token_collision/iot_coap_token_collision/L0/run02/coap-iot_coap_token_collision-L0-run02.pcap,
True,L0,iot_coap_token_collision,run03,coap,79,5609,1782966203.203581,1782966242.23352,features,iot_coap_token_collision/iot_coap_token_collision/L0/run03/coap-iot_coap_token_collision-L0-run03.pcap,
True,L0,iot_coap_token_collision,run04,coap,79,5609,1782966245.146439,1782966284.179259,features,iot_coap_token_collision/iot_coap_token_collision/L0/run04/coap-iot_coap_token_collision-L0-run04.pcap,
True,L0,iot_coap_token_collision,run05,coap,79,5609,1782966287.152889,1782966326.184603,features,iot_coap_token_collision/iot_coap_token_collision/L0/run05/coap-iot_coap_token_collision-L0-run05.pcap,
True,L1,iot_coap_token_collision,run01,coap,485,32808,1782966329.142966,1782966368.183842,features,iot_coap_token_collision/iot_coap_token_collision/L1/run01/coap-iot_coap_token_collision-L1-run01.pcap,
True,L1,iot_coap_token_collision,run02,coap,485,32809,1782966371.348466,1782966410.386854,features,iot_coap_token_collision/iot_coap_token_collision/L1/run02/coap-iot_coap_token_collision-L1-run02.pcap,
True,L1,iot_coap_token_collision,run03,coap,485,32810,1782966413.591638,1782966452.624648,features,iot_coap_token_collision/iot_coap_token_collision/L1/run03/coap-iot_coap_token_collision-L1-run03.pcap,
True,L1,iot_coap_token_collision,run04,coap,485,32810,1782966455.78333,1782966494.839288,features,iot_coap_token_collision/iot_coap_token_collision/L1/run04/coap-iot_coap_token_collision-L1-run04.pcap,
True,L1,iot_coap_token_collision,run05,coap,485,32809,1782966497.266829,1782966536.301453,features,iot_coap_token_collision/iot_coap_token_collision/L1/run05/coap-iot_coap_token_collision-L1-run05.pcap,
True,L2,iot_coap_token_collision,run01,coap,485,32810,1782966539.330983,1782966578.363014,features,iot_coap_token_collision/iot_coap_token_collision/L2/run01/coap-iot_coap_token_collision-L2-run01.pcap,
True,L2,iot_coap_token_collision,run02,coap,485,32808,1782966581.519097,1782966620.553833,features,iot_coap_token_collision/iot_coap_token_collision/L2/run02/coap-iot_coap_token_collision-L2-run02.pcap,
True,L2,iot_coap_token_collision,run03,coap,485,32807,1782966623.818349,1782966662.861241,features,iot_coap_token_collision/iot_coap_token_collision/L2/run03/coap-iot_coap_token_collision-L2-run03.pcap,
True,L2,iot_coap_token_collision,run04,coap,485,32808,1782966666.081566,1782966705.118392,features,iot_coap_token_collision/iot_coap_token_collision/L2/run04/coap-iot_coap_token_collision-L2-run04.pcap,
True,L2,iot_coap_token_collision,run05,coap,485,32809,1782966708.348248,1782966747.383799,features,iot_coap_token_collision/iot_coap_token_collision/L2/run05/coap-iot_coap_token_collision-L2-run05.pcap,
True,L3,iot_coap_token_collision,run01,coap,485,32808,1782966750.5552,1782966789.596506,features,iot_coap_token_collision/iot_coap_token_collision/L3/run01/coap-iot_coap_token_collision-L3-run01.pcap,
True,L3,iot_coap_token_collision,run02,coap,485,32807,1782966792.940806,1782966831.985938,features,iot_coap_token_collision/iot_coap_token_collision/L3/run02/coap-iot_coap_token_collision-L3-run02.pcap,
True,L3,iot_coap_token_collision,run03,coap,485,32810,1782966834.373706,1782966873.40694,features,iot_coap_token_collision/iot_coap_token_collision/L3/run03/coap-iot_coap_token_collision-L3-run03.pcap,
True,L3,iot_coap_token_collision,run04,coap,485,32808,1782966876.599912,1782966915.632165,features,iot_coap_token_collision/iot_coap_token_collision/L3/run04/coap-iot_coap_token_collision-L3-run04.pcap,
True,L3,iot_coap_token_collision,run05,coap,485,32808,1782966918.846188,1782966957.878163,features,iot_coap_token_collision/iot_coap_token_collision/L3/run05/coap-iot_coap_token_collision-L3-run05.pcap,
True,L0,iot_mqtt_bruteforce,run01,mqtt,2384,182808,1782967018.620716,1782967058.228055,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L0/run01/mqtt-iot_mqtt_bruteforce-L0-run01.pcap,
True,L0,iot_mqtt_bruteforce,run02,mqtt,2385,182859,1782967062.530288,1782967101.664344,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L0/run02/mqtt-iot_mqtt_bruteforce-L0-run02.pcap,
True,L0,iot_mqtt_bruteforce,run03,mqtt,2385,182859,1782967104.911976,1782967144.03607,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L0/run03/mqtt-iot_mqtt_bruteforce-L0-run03.pcap,
True,L0,iot_mqtt_bruteforce,run04,mqtt,2386,182931,1782967147.385514,1782967186.817635,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L0/run04/mqtt-iot_mqtt_bruteforce-L0-run04.pcap,
True,L0,iot_mqtt_bruteforce,run05,mqtt,2386,182931,1782967189.790347,1782967228.901608,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L0/run05/mqtt-iot_mqtt_bruteforce-L0-run05.pcap,
True,L1,iot_mqtt_bruteforce,run01,mqtt,9948,764889,1782967232.233073,1782967271.455709,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L1/run01/mqtt-iot_mqtt_bruteforce-L1-run01.pcap,
True,L1,iot_mqtt_bruteforce,run02,mqtt,9950,765033,1782967276.592223,1782967315.718951,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L1/run02/mqtt-iot_mqtt_bruteforce-L1-run02.pcap,
True,L1,iot_mqtt_bruteforce,run03,mqtt,9952,765177,1782967321.097265,1782967360.248873,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L1/run03/mqtt-iot_mqtt_bruteforce-L1-run03.pcap,
True,L1,iot_mqtt_bruteforce,run04,mqtt,9946,764745,1782967365.583548,1782967404.743859,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L1/run04/mqtt-iot_mqtt_bruteforce-L1-run04.pcap,
True,L1,iot_mqtt_bruteforce,run05,mqtt,9946,764745,1782967409.893393,1782967448.993751,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L1/run05/mqtt-iot_mqtt_bruteforce-L1-run05.pcap,
True,L2,iot_mqtt_bruteforce,run01,mqtt,9954,765321,1782967454.080607,1782967493.198992,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L2/run01/mqtt-iot_mqtt_bruteforce-L2-run01.pcap,
True,L2,iot_mqtt_bruteforce,run02,mqtt,9938,764169,1782967498.320897,1782967537.432223,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L2/run02/mqtt-iot_mqtt_bruteforce-L2-run02.pcap,
True,L2,iot_mqtt_bruteforce,run03,mqtt,9937,764097,1782967542.622855,1782967581.709797,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L2/run03/mqtt-iot_mqtt_bruteforce-L2-run03.pcap,
True,L2,iot_mqtt_bruteforce,run04,mqtt,9941,764385,1782967586.865314,1782967625.973472,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L2/run04/mqtt-iot_mqtt_bruteforce-L2-run04.pcap,
True,L2,iot_mqtt_bruteforce,run05,mqtt,9949,764961,1782967630.990529,1782967670.090375,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L2/run05/mqtt-iot_mqtt_bruteforce-L2-run05.pcap,
True,L3,iot_mqtt_bruteforce,run01,mqtt,9946,764745,1782967675.173413,1782967714.305502,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L3/run01/mqtt-iot_mqtt_bruteforce-L3-run01.pcap,
True,L3,iot_mqtt_bruteforce,run02,mqtt,9949,764961,1782967719.431979,1782967758.537332,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L3/run02/mqtt-iot_mqtt_bruteforce-L3-run02.pcap,
True,L3,iot_mqtt_bruteforce,run03,mqtt,9945,764673,1782967763.673241,1782967802.805868,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L3/run03/mqtt-iot_mqtt_bruteforce-L3-run03.pcap,
True,L3,iot_mqtt_bruteforce,run04,mqtt,9946,764745,1782967807.996509,1782967847.126585,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L3/run04/mqtt-iot_mqtt_bruteforce-L3-run04.pcap,
True,L3,iot_mqtt_bruteforce,run05,mqtt,9952,765177,1782967852.301832,1782967891.445836,features,iot_mqtt_bruteforce/iot_mqtt_bruteforce/L3/run05/mqtt-iot_mqtt_bruteforce-L3-run05.pcap,
True,L0,iot_mqtt_lwt_abuse,run01,mqtt,2382,182643,1782967949.510185,1782967988.601016,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L0/run01/mqtt-iot_mqtt_lwt_abuse-L0-run01.pcap,
True,L0,iot_mqtt_lwt_abuse,run02,mqtt,2389,183147,1782967992.616581,1782968031.72384,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L0/run02/mqtt-iot_mqtt_lwt_abuse-L0-run02.pcap,
True,L0,iot_mqtt_lwt_abuse,run03,mqtt,2386,182931,1782968034.872265,1782968074.005585,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L0/run03/mqtt-iot_mqtt_lwt_abuse-L0-run03.pcap,
True,L0,iot_mqtt_lwt_abuse,run04,mqtt,2380,182499,1782968077.138583,1782968116.277378,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L0/run04/mqtt-iot_mqtt_lwt_abuse-L0-run04.pcap,
True,L0,iot_mqtt_lwt_abuse,run05,mqtt,2384,182787,1782968119.556363,1782968158.6526,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L0/run05/mqtt-iot_mqtt_lwt_abuse-L0-run05.pcap,
True,L1,iot_mqtt_lwt_abuse,run01,mqtt,3445,271713,1782968161.985385,1782968201.106618,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L1/run01/mqtt-iot_mqtt_lwt_abuse-L1-run01.pcap,
True,L1,iot_mqtt_lwt_abuse,run02,mqtt,3466,273618,1782968204.714177,1782968243.844135,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L1/run02/mqtt-iot_mqtt_lwt_abuse-L1-run02.pcap,
True,L1,iot_mqtt_lwt_abuse,run03,mqtt,3472,274050,1782968247.337221,1782968286.423449,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L1/run03/mqtt-iot_mqtt_lwt_abuse-L1-run03.pcap,
True,L1,iot_mqtt_lwt_abuse,run04,mqtt,3487,275130,1782968289.928979,1782968329.022924,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L1/run04/mqtt-iot_mqtt_lwt_abuse-L1-run04.pcap,
True,L1,iot_mqtt_lwt_abuse,run05,mqtt,3475,274266,1782968332.452157,1782968371.566475,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L1/run05/mqtt-iot_mqtt_lwt_abuse-L1-run05.pcap,
True,L2,iot_mqtt_lwt_abuse,run01,mqtt,3473,274122,1782968375.098681,1782968414.203544,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L2/run01/mqtt-iot_mqtt_lwt_abuse-L2-run01.pcap,
True,L2,iot_mqtt_lwt_abuse,run02,mqtt,3472,274050,1782968417.806423,1782968456.915727,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L2/run02/mqtt-iot_mqtt_lwt_abuse-L2-run02.pcap,
True,L2,iot_mqtt_lwt_abuse,run03,mqtt,3484,274914,1782968460.386828,1782968499.487861,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L2/run03/mqtt-iot_mqtt_lwt_abuse-L2-run03.pcap,
True,L2,iot_mqtt_lwt_abuse,run04,mqtt,3472,274050,1782968503.140996,1782968542.254749,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L2/run04/mqtt-iot_mqtt_lwt_abuse-L2-run04.pcap,
True,L2,iot_mqtt_lwt_abuse,run05,mqtt,3477,274410,1782968545.831311,1782968584.937641,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L2/run05/mqtt-iot_mqtt_lwt_abuse-L2-run05.pcap,
True,L3,iot_mqtt_lwt_abuse,run01,mqtt,3475,274266,1782968588.552488,1782968627.651305,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L3/run01/mqtt-iot_mqtt_lwt_abuse-L3-run01.pcap,
True,L3,iot_mqtt_lwt_abuse,run02,mqtt,3465,273546,1782968631.170909,1782968670.270303,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L3/run02/mqtt-iot_mqtt_lwt_abuse-L3-run02.pcap,
True,L3,iot_mqtt_lwt_abuse,run03,mqtt,3477,274410,1782968673.85576,1782968712.937554,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L3/run03/mqtt-iot_mqtt_lwt_abuse-L3-run03.pcap,
True,L3,iot_mqtt_lwt_abuse,run04,mqtt,3472,274050,1782968716.356717,1782968755.462744,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L3/run04/mqtt-iot_mqtt_lwt_abuse-L3-run04.pcap,
True,L3,iot_mqtt_lwt_abuse,run05,mqtt,3467,273690,1782968759.072905,1782968798.169947,features,iot_mqtt_lwt_abuse/iot_mqtt_lwt_abuse/L3/run05/mqtt-iot_mqtt_lwt_abuse-L3-run05.pcap,
True,L0,iot_mqtt_publisher,run01,mqtt,2394,183507,1782968880.296818,1782968919.415448,features,iot_mqtt_publisher/iot_mqtt_publisher/L0/run01/mqtt-iot_mqtt_publisher-L0-run01.pcap,
True,L0,iot_mqtt_publisher,run02,mqtt,2392,183363,1782968923.405908,1782968962.51416,features,iot_mqtt_publisher/iot_mqtt_publisher/L0/run02/mqtt-iot_mqtt_publisher-L0-run02.pcap,
True,L0,iot_mqtt_publisher,run03,mqtt,2383,182715,1782968965.868265,1782969004.988711,features,iot_mqtt_publisher/iot_mqtt_publisher/L0/run03/mqtt-iot_mqtt_publisher-L0-run03.pcap,
True,L0,iot_mqtt_publisher,run04,mqtt,2388,183075,1782969008.277821,1782969047.366693,features,iot_mqtt_publisher/iot_mqtt_publisher/L0/run04/mqtt-iot_mqtt_publisher-L0-run04.pcap,
True,L0,iot_mqtt_publisher,run05,mqtt,2387,183003,1782969050.608013,1782969089.698836,features,iot_mqtt_publisher/iot_mqtt_publisher/L0/run05/mqtt-iot_mqtt_publisher-L0-run05.pcap,
True,L1,iot_mqtt_publisher,run01,mqtt,32401,2472870,1782969092.97153,1782969131.573969,features,iot_mqtt_publisher/iot_mqtt_publisher/L1/run01/mqtt-iot_mqtt_publisher-L1-run01.pcap,
True,L1,iot_mqtt_publisher,run02,mqtt,32389,2472006,1782969142.897408,1782969181.491779,features,iot_mqtt_publisher/iot_mqtt_publisher/L1/run02/mqtt-iot_mqtt_publisher-L1-run02.pcap,
True,L1,iot_mqtt_publisher,run03,mqtt,32435,2475459,1782969192.569953,1782969231.657857,features,iot_mqtt_publisher/iot_mqtt_publisher/L1/run03/mqtt-iot_mqtt_publisher-L1-run03.pcap,
True,L1,iot_mqtt_publisher,run04,mqtt,32501,2480211,1782969242.546062,1782969281.633115,features,iot_mqtt_publisher/iot_mqtt_publisher/L1/run04/mqtt-iot_mqtt_publisher-L1-run04.pcap,
True,L1,iot_mqtt_publisher,run05,mqtt,32421,2474451,1782969292.526156,1782969331.606919,features,iot_mqtt_publisher/iot_mqtt_publisher/L1/run05/mqtt-iot_mqtt_publisher-L1-run05.pcap,
True,L2,iot_mqtt_publisher,run01,mqtt,32443,2476035,1782969342.495469,1782969381.582853,features,iot_mqtt_publisher/iot_mqtt_publisher/L2/run01/mqtt-iot_mqtt_publisher-L2-run01.pcap,
True,L2,iot_mqtt_publisher,run02,mqtt,32439,2475747,1782969392.390539,1782969431.481793,features,iot_mqtt_publisher/iot_mqtt_publisher/L2/run02/mqtt-iot_mqtt_publisher-L2-run02.pcap,
True,L2,iot_mqtt_publisher,run03,mqtt,32429,2475027,1782969442.324618,1782969481.417918,features,iot_mqtt_publisher/iot_mqtt_publisher/L2/run03/mqtt-iot_mqtt_publisher-L2-run03.pcap,
True,L2,iot_mqtt_publisher,run04,mqtt,32432,2475243,1782969492.229759,1782969531.323259,features,iot_mqtt_publisher/iot_mqtt_publisher/L2/run04/mqtt-iot_mqtt_publisher-L2-run04.pcap,
True,L2,iot_mqtt_publisher,run05,mqtt,32433,2475315,1782969542.077791,1782969581.177978,features,iot_mqtt_publisher/iot_mqtt_publisher/L2/run05/mqtt-iot_mqtt_publisher-L2-run05.pcap,
True,L3,iot_mqtt_publisher,run01,mqtt,32457,2477043,1782969592.082089,1782969631.165553,features,iot_mqtt_publisher/iot_mqtt_publisher/L3/run01/mqtt-iot_mqtt_publisher-L3-run01.pcap,
True,L3,iot_mqtt_publisher,run02,mqtt,32423,2474595,1782969642.138635,1782969681.229719,features,iot_mqtt_publisher/iot_mqtt_publisher/L3/run02/mqtt-iot_mqtt_publisher-L3-run02.pcap,
True,L3,iot_mqtt_publisher,run03,mqtt,32462,2477403,1782969691.981127,1782969731.06784,features,iot_mqtt_publisher/iot_mqtt_publisher/L3/run03/mqtt-iot_mqtt_publisher-L3-run03.pcap,
True,L3,iot_mqtt_publisher,run04,mqtt,32444,2476107,1782969741.810126,1782969780.894815,features,iot_mqtt_publisher/iot_mqtt_publisher/L3/run04/mqtt-iot_mqtt_publisher-L3-run04.pcap,
True,L3,iot_mqtt_publisher,run05,mqtt,32423,2474595,1782969791.892975,1782969830.979772,features,iot_mqtt_publisher/iot_mqtt_publisher/L3/run05/mqtt-iot_mqtt_publisher-L3-run05.pcap,
True,L0,iot_mqtt_qos_amplification,run01,mqtt,2407,184455,1782969900.721203,1782969940.312631,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L0/run01/mqtt-iot_mqtt_qos_amplification-L0-run01.pcap,
True,L0,iot_mqtt_qos_amplification,run02,mqtt,2382,182643,1782969944.251863,1782969983.340344,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L0/run02/mqtt-iot_mqtt_qos_amplification-L0-run02.pcap,
True,L0,iot_mqtt_qos_amplification,run03,mqtt,2380,182499,1782969986.610152,1782970025.697518,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L0/run03/mqtt-iot_mqtt_qos_amplification-L0-run03.pcap,
True,L0,iot_mqtt_qos_amplification,run04,mqtt,2385,182859,1782970028.84838,1782970067.935766,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L0/run04/mqtt-iot_mqtt_qos_amplification-L0-run04.pcap,
True,L0,iot_mqtt_qos_amplification,run05,mqtt,2384,182787,1782970071.11094,1782970110.199722,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L0/run05/mqtt-iot_mqtt_qos_amplification-L0-run05.pcap,
True,L1,iot_mqtt_qos_amplification,run01,mqtt,39762,3558152,1782970113.322077,1782970152.411088,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L1/run01/mqtt-iot_mqtt_qos_amplification-L1-run01.pcap,
True,L1,iot_mqtt_qos_amplification,run02,mqtt,38976,3479690,1782970165.08785,1782970204.171242,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L1/run02/mqtt-iot_mqtt_qos_amplification-L1-run02.pcap,
True,L1,iot_mqtt_qos_amplification,run03,mqtt,39316,3509907,1782970216.875112,1782970255.952705,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L1/run03/mqtt-iot_mqtt_qos_amplification-L1-run03.pcap,
True,L1,iot_mqtt_qos_amplification,run04,mqtt,43792,3918278,1782970269.010185,1782970308.081293,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L1/run04/mqtt-iot_mqtt_qos_amplification-L1-run04.pcap,
True,L1,iot_mqtt_qos_amplification,run05,mqtt,44487,3971918,1782970322.105256,1782970361.182324,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L1/run05/mqtt-iot_mqtt_qos_amplification-L1-run05.pcap,
True,L2,iot_mqtt_qos_amplification,run01,mqtt,39121,3486080,1782970375.306332,1782970414.406758,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L2/run01/mqtt-iot_mqtt_qos_amplification-L2-run01.pcap,
True,L2,iot_mqtt_qos_amplification,run02,mqtt,42590,3801959,1782970427.15789,1782970466.233472,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L2/run02/mqtt-iot_mqtt_qos_amplification-L2-run02.pcap,
True,L2,iot_mqtt_qos_amplification,run03,mqtt,41737,3733090,1782970479.619443,1782970518.699029,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L2/run03/mqtt-iot_mqtt_qos_amplification-L2-run03.pcap,
True,L2,iot_mqtt_qos_amplification,run04,mqtt,42261,3788495,1782970532.234744,1782970571.308859,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L2/run04/mqtt-iot_mqtt_qos_amplification-L2-run04.pcap,
True,L2,iot_mqtt_qos_amplification,run05,mqtt,43035,3850663,1782970584.691253,1782970623.764028,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L2/run05/mqtt-iot_mqtt_qos_amplification-L2-run05.pcap,
True,L3,iot_mqtt_qos_amplification,run01,mqtt,44295,3947292,1782970637.410516,1782970676.486565,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L3/run01/mqtt-iot_mqtt_qos_amplification-L3-run01.pcap,
True,L3,iot_mqtt_qos_amplification,run02,mqtt,38050,3404867,1782970690.601903,1782970729.684463,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L3/run02/mqtt-iot_mqtt_qos_amplification-L3-run02.pcap,
True,L3,iot_mqtt_qos_amplification,run03,mqtt,39892,3560945,1782970741.901894,1782970780.984224,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L3/run03/mqtt-iot_mqtt_qos_amplification-L3-run03.pcap,
True,L3,iot_mqtt_qos_amplification,run04,mqtt,43659,3902967,1782970793.789577,1782970832.864215,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L3/run04/mqtt-iot_mqtt_qos_amplification-L3-run04.pcap,
True,L3,iot_mqtt_qos_amplification,run05,mqtt,42574,3817211,1782970846.597145,1782970885.67906,features,iot_mqtt_qos_amplification/iot_mqtt_qos_amplification/L3/run05/mqtt-iot_mqtt_qos_amplification-L3-run05.pcap,
True,L0,iot_xrce_dds_discovery_poison,run01,xrce,167,11356,1782970952.038055,1782970990.643327,features,iot_xrce_dds_discovery_poison/iot_xrce_dds_discovery_poison/L0/run01/xrce-iot_xrce_dds_discovery_poison-L0-run01.pcap,
True,L0,iot_xrce_dds_discovery_poison,run02,xrce,119,8092,1782970994.427806,1782971033.433573,features,iot_xrce_dds_discovery_poison/iot_xrce_dds_discovery_poison/L0/run02/xrce-iot_xrce_dds_discovery_poison-L0-run02.pcap,
True,L0,iot_xrce_dds_discovery_poison,run03,xrce,117,7956,1782971037.038344,1782971075.073793,features,iot_xrce_dds_discovery_poison/iot_xrce_dds_discovery_poison/L0/run03/xrce-iot_xrce_dds_discovery_poison-L0-run03.pcap,
True,L0,iot_xrce_dds_discovery_poison,run04,xrce,117,7956,1782971078.671595,1782971116.708143,features,iot_xrce_dds_discovery_poison/iot_xrce_dds_discovery_poison/L0/run04/xrce-iot_xrce_dds_discovery_poison-L0-run04.pcap,
True,L0,iot_xrce_dds_discovery_poison,run05,xrce,117,7956,1782971120.309979,1782971158.346231,features,iot_xrce_dds_discovery_poison/iot_xrce_dds_discovery_poison/L0/run05/xrce-iot_xrce_dds_discovery_poison-L0-run05.pcap,
True,L1,iot_xrce_dds_discovery_poison,run01,xrce,117,7956,1782971161.999126,1782971200.03877,features,iot_xrce_dds_discovery_poison/iot_xrce_dds_discovery_poison/L1/run01/xrce-iot_xrce_dds_discovery_poison-L1-run01.pcap,
True,L1,iot_xrce_dds_discovery_poison,run02,xrce,117,7956,1782971203.676121,1782971241.712247,features,iot_xrce_dds_discovery_poison/iot_xrce_dds_discovery_poison/L1/run02/xrce-iot_xrce_dds_discovery_poison-L1-run02.pcap,
True,L1,iot_xrce_dds_discovery_poison,run03,xrce,117,7956,1782971245.30909,1782971283.344271,features,iot_xrce_dds_discovery_poison/iot_xrce_dds_discovery_poison/L1/run03/xrce-iot_xrce_dds_discovery_poison-L1-run03.pcap,
True,L1,iot_xrce_dds_discovery_poison,run04,xrce,117,7956,1782971287.024415,1782971325.061653,features,iot_xrce_dds_discovery_poison/iot_xrce_dds_discovery_poison/L1/run04/xrce-iot_xrce_dds_discovery_poison-L1-run04.pcap,
