transport,port,port_label,packet_count,byte_count,packet_fraction,byte_fraction
TCP,5322,TCP/5322,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5333,TCP/5333,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5364,TCP/5364,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5460,TCP/5460,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5474,TCP/5474,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5498,TCP/5498,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5530,TCP/5530,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5539,TCP/5539,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5583,TCP/5583,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5590,TCP/5590,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5619,TCP/5619,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5636,TCP/5636,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5640,TCP/5640,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5643,TCP/5643,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5644,TCP/5644,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5677,TCP/5677,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5693,TCP/5693,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5791,TCP/5791,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5817,TCP/5817,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5824,TCP/5824,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5827,TCP/5827,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5852,TCP/5852,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5890,TCP/5890,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5972,TCP/5972,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,5973,TCP/5973,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6013,TCP/6013,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6022,TCP/6022,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6041,TCP/6041,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6043,TCP/6043,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6045,TCP/6045,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6048,TCP/6048,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6071,TCP/6071,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6081,TCP/6081,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6086,TCP/6086,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6090,TCP/6090,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6122,TCP/6122,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6131,TCP/6131,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6135,TCP/6135,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6147,TCP/6147,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6150,TCP/6150,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6174,TCP/6174,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6177,TCP/6177,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6204,TCP/6204,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6205,TCP/6205,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6212,TCP/6212,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6214,TCP/6214,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6232,TCP/6232,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6252,TCP/6252,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6278,TCP/6278,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6297,TCP/6297,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6304,TCP/6304,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6313,TCP/6313,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6317,TCP/6317,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6325,TCP/6325,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6336,TCP/6336,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6355,TCP/6355,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6357,TCP/6357,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6360,TCP/6360,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6367,TCP/6367,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6376,TCP/6376,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6380,TCP/6380,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6385,TCP/6385,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6430,TCP/6430,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6444,TCP/6444,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6486,TCP/6486,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6514,TCP/6514,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6560,TCP/6560,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6562,TCP/6562,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6570,TCP/6570,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6607,TCP/6607,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6617,TCP/6617,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6631,TCP/6631,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6634,TCP/6634,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6662,TCP/6662,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6684,TCP/6684,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6706,TCP/6706,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6731,TCP/6731,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6748,TCP/6748,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6769,TCP/6769,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6770,TCP/6770,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6773,TCP/6773,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6777,TCP/6777,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6795,TCP/6795,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6819,TCP/6819,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6827,TCP/6827,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6856,TCP/6856,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6865,TCP/6865,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6869,TCP/6869,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6872,TCP/6872,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6945,TCP/6945,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6947,TCP/6947,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,6985,TCP/6985,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7042,TCP/7042,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7043,TCP/7043,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7079,TCP/7079,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7082,TCP/7082,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7113,TCP/7113,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7122,TCP/7122,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7125,TCP/7125,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7128,TCP/7128,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7131,TCP/7131,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7161,TCP/7161,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7163,TCP/7163,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7165,TCP/7165,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7167,TCP/7167,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7168,TCP/7168,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7210,TCP/7210,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7214,TCP/7214,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7219,TCP/7219,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7247,TCP/7247,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7253,TCP/7253,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7257,TCP/7257,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7261,TCP/7261,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7290,TCP/7290,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7322,TCP/7322,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7332,TCP/7332,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7375,TCP/7375,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7376,TCP/7376,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7399,TCP/7399,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7401,TCP/7401,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7403,TCP/7403,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7409,TCP/7409,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7486,TCP/7486,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7525,TCP/7525,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7538,TCP/7538,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7563,TCP/7563,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7569,TCP/7569,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7596,TCP/7596,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7597,TCP/7597,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7607,TCP/7607,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7642,TCP/7642,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7660,TCP/7660,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7668,TCP/7668,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7683,TCP/7683,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7695,TCP/7695,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7704,TCP/7704,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7720,TCP/7720,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7757,TCP/7757,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7787,TCP/7787,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7793,TCP/7793,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7805,TCP/7805,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7819,TCP/7819,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7833,TCP/7833,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7876,TCP/7876,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7893,TCP/7893,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7909,TCP/7909,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7924,TCP/7924,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7925,TCP/7925,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7957,TCP/7957,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7974,TCP/7974,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7981,TCP/7981,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,7993,TCP/7993,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,8026,TCP/8026,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,8036,TCP/8036,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,8044,TCP/8044,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,8065,TCP/8065,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,8074,TCP/8074,1640,98400,2.4446641256728367e-06,6.766776152497363e-07
TCP,2424,TCP/2424,1640,98424,2.4446641256728367e-06,6.76842658570529e-07
TCP,2430,TCP/2430,1640,98424,2.4446641256728367e-06,6.76842658570529e-07
TCP,2436,TCP/2436,1640,98424,2.4446641256728367e-06,6.76842658570529e-07
TCP,2560,TCP/2560,1640,98420,2.4446641256728367e-06,6.768151513503968e-07
TCP,2634,TCP/2634,1640,98424,2.4446641256728367e-06,6.76842658570529e-07
TCP,2636,TCP/2636,1640,98424,2.4446641256728367e-06,6.76842658570529e-07
TCP,2686,TCP/2686,1640,98424,2.4446641256728367e-06,6.76842658570529e-07
TCP,2773,TCP/2773,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2839,TCP/2839,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2844,TCP/2844,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2849,TCP/2849,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2858,TCP/2858,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2863,TCP/2863,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2865,TCP/2865,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2868,TCP/2868,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2873,TCP/2873,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2883,TCP/2883,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2894,TCP/2894,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2896,TCP/2896,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2899,TCP/2899,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2904,TCP/2904,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2905,TCP/2905,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2917,TCP/2917,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2922,TCP/2922,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2925,TCP/2925,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2928,TCP/2928,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2930,TCP/2930,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2936,TCP/2936,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2939,TCP/2939,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2945,TCP/2945,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2954,TCP/2954,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2955,TCP/2955,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2957,TCP/2957,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2959,TCP/2959,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2960,TCP/2960,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2981,TCP/2981,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2983,TCP/2983,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2999,TCP/2999,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,3008,TCP/3008,1639,98340,2.443173476815719e-06,6.762650069477548e-07
TCP,2256,TCP/2256,1639,98388,2.443173476815719e-06,6.7659509358934e-07
TCP,2451,TCP/2451,1639,98364,2.443173476815719e-06,6.764300502685474e-07
TCP,2456,TCP/2456,1639,98364,2.443173476815719e-06,6.764300502685474e-07
TCP,2476,TCP/2476,1639,98364,2.443173476815719e-06,6.764300502685474e-07
TCP,2514,TCP/2514,1639,98364,2.443173476815719e-06,6.764300502685474e-07
TCP,2551,TCP/2551,1639,98364,2.443173476815719e-06,6.764300502685474e-07
TCP,2676,TCP/2676,1639,98344,2.443173476815719e-06,6.762925141678868e-07
TCP,2680,TCP/2680,1639,98360,2.443173476815719e-06,6.764025430484152e-07
TCP,2684,TCP/2684,1639,98364,2.443173476815719e-06,6.764300502685474e-07
TCP,2688,TCP/2688,1639,98360,2.443173476815719e-06,6.764025430484152e-07
TCP,2715,TCP/2715,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2722,TCP/2722,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2723,TCP/2723,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2729,TCP/2729,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2750,TCP/2750,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2753,TCP/2753,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2754,TCP/2754,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2758,TCP/2758,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2760,TCP/2760,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2761,TCP/2761,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2766,TCP/2766,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2778,TCP/2778,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2780,TCP/2780,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2789,TCP/2789,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2792,TCP/2792,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2796,TCP/2796,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2798,TCP/2798,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2801,TCP/2801,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2808,TCP/2808,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2813,TCP/2813,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2814,TCP/2814,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2831,TCP/2831,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2832,TCP/2832,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2840,TCP/2840,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2841,TCP/2841,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2846,TCP/2846,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2848,TCP/2848,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2851,TCP/2851,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2852,TCP/2852,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2855,TCP/2855,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2882,TCP/2882,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2888,TCP/2888,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2889,TCP/2889,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2892,TCP/2892,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2897,TCP/2897,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2900,TCP/2900,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2908,TCP/2908,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2914,TCP/2914,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2919,TCP/2919,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2923,TCP/2923,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2934,TCP/2934,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,1997,TCP/1997,1638,98324,2.4416828279586015e-06,6.761549780672263e-07
TCP,2389,TCP/2389,1638,98304,2.4416828279586015e-06,6.760174419665658e-07
TCP,2420,TCP/2420,1638,98304,2.4416828279586015e-06,6.760174419665658e-07
TCP,2428,TCP/2428,1638,98304,2.4416828279586015e-06,6.760174419665658e-07
TCP,2431,TCP/2431,1638,98304,2.4416828279586015e-06,6.760174419665658e-07
TCP,2484,TCP/2484,1638,98300,2.4416828279586015e-06,6.759899347464337e-07
TCP,2499,TCP/2499,1638,98304,2.4416828279586015e-06,6.760174419665658e-07
TCP,2520,TCP/2520,1638,98300,2.4416828279586015e-06,6.759899347464337e-07
TCP,2550,TCP/2550,1638,98304,2.4416828279586015e-06,6.760174419665658e-07
TCP,2559,TCP/2559,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2577,TCP/2577,1638,98304,2.4416828279586015e-06,6.760174419665658e-07
TCP,2584,TCP/2584,1638,98296,2.4416828279586015e-06,6.759624275263016e-07
TCP,2692,TCP/2692,1638,98280,2.4416828279586015e-06,6.758523986457732e-07
TCP,2713,TCP/2713,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2724,TCP/2724,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2733,TCP/2733,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2737,TCP/2737,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2739,TCP/2739,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2745,TCP/2745,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2751,TCP/2751,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2752,TCP/2752,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2756,TCP/2756,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2764,TCP/2764,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2765,TCP/2765,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2767,TCP/2767,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2768,TCP/2768,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2777,TCP/2777,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2781,TCP/2781,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2784,TCP/2784,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2786,TCP/2786,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2791,TCP/2791,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2806,TCP/2806,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2810,TCP/2810,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2812,TCP/2812,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2815,TCP/2815,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2819,TCP/2819,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2823,TCP/2823,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2837,TCP/2837,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2838,TCP/2838,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2847,TCP/2847,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2856,TCP/2856,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2857,TCP/2857,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2862,TCP/2862,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2874,TCP/2874,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2877,TCP/2877,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2880,TCP/2880,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2881,TCP/2881,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2884,TCP/2884,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2886,TCP/2886,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2891,TCP/2891,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2893,TCP/2893,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2895,TCP/2895,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2898,TCP/2898,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2901,TCP/2901,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2903,TCP/2903,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2907,TCP/2907,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2913,TCP/2913,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2229,TCP/2229,1637,98268,2.440192179101484e-06,6.757698769853769e-07
TCP,2411,TCP/2411,1637,98244,2.440192179101484e-06,6.756048336645843e-07
TCP,2416,TCP/2416,1637,98244,2.440192179101484e-06,6.756048336645843e-07
TCP,2464,TCP/2464,1637,98244,2.440192179101484e-06,6.756048336645843e-07
TCP,2467,TCP/2467,1637,98244,2.440192179101484e-06,6.756048336645843e-07
TCP,2469,TCP/2469,1637,98244,2.440192179101484e-06,6.756048336645843e-07
TCP,2472,TCP/2472,1637,98240,2.440192179101484e-06,6.755773264444522e-07
TCP,2503,TCP/2503,1637,98244,2.440192179101484e-06,6.756048336645843e-07
TCP,2516,TCP/2516,1637,98240,2.440192179101484e-06,6.755773264444522e-07
TCP,2519,TCP/2519,1637,98244,2.440192179101484e-06,6.756048336645843e-07
TCP,2590,TCP/2590,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2637,TCP/2637,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2646,TCP/2646,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2664,TCP/2664,1637,98220,2.440192179101484e-06,6.754397903437917e-07
TCP,2719,TCP/2719,1636,98160,2.4387015302443663e-06,6.750271820418101e-07
TCP,2721,TCP/2721,1636,98160,2.4387015302443663e-06,6.750271820418101e-07
TCP,2730,TCP/2730,1636,98160,2.4387015302443663e-06,6.750271820418101e-07
TCP,2732,TCP/2732,1636,98160,2.4387015302443663e-06,6.750271820418101e-07
TCP,2742,TCP/2742,1636,98160,2.4387015302443663e-06,6.750271820418101e-07
TCP,2757,TCP/2757,1636,98160,2.4387015302443663e-06,6.750271820418101e-07
TCP,2762,TCP/2762,1636,98160,2.4387015302443663e-06,6.750271820418101e-07
TCP,2770,TCP/2770,1636,98160,2.4387015302443663e-06,6.750271820418101e-07
TCP,2779,TCP/2779,1636,98160,2.4387015302443663e-06,6.750271820418101e-07
