transport,port,port_label,packet_count,byte_count,packet_fraction,byte_fraction
UDP,7447,UDP/7447,127067695,20818517219,0.18941331432831568,0.14316488399175298
TCP,8080,TCP/8080,109709084,11029519174,0.16353772068001696,0.0758478529676175
UDP,8888,UDP/8888,79294119,5885778879,0.11819968786349566,0.040475353818384005
UDP,8080,UDP/8080,21508114,1032389472,0.032061045552854696,0.007099541117092423
TCP,1883,TCP/1883,1360702,112201990,0.00202832888117761,0.0007715912095475077
TCP,80,TCP/80,1096493,250995452,0.0016344860372874304,0.0017260467875801794
UDP,7400,UDP/7400,398334,212484496,0.0005937761218510754,0.0014612144515327452
UDP,5683,UDP/5683,224838,15814221,0.0003351545077366032,0.00010875131456618192
TCP,7447,TCP/7447,221816,16405792,0.0003306497668903939,0.000112819432996374
TCP,2222,TCP/2222,77655,15650643,0.00011575633699946594,0.00010762642055248962
TCP,8443,TCP/8443,67584,150392780,0.00010074401235943476,0.0010342218264347382
TCP,445,TCP/445,65770,7440922,9.803997533262346e-05,5.116976985995222e-05
TCP,2323,TCP/2323,46863,3596564,6.985627739110132e-05,2.4732869416799316e-05
UDP,67,UDP/67,44591,13118769,6.646952318773016e-05,9.021521668630252e-05
TCP,22,TCP/22,11322,2332548,1.687712636028528e-05,1.6040477826174206e-05
UDP,53,UDP/53,5155,671846,7.684294858441143e-06,4.620153954218235e-06
UDP,161,UDP/161,3967,344796,5.913404016185453e-06,2.3710948681671552e-06
TCP,1,TCP/1,2294,143160,3.419548478227736e-06,9.8448340852797e-07
TCP,139,TCP/139,2048,126840,3.0528488593768108e-06,8.722539503889893e-07
TCP,21,TCP/21,1898,115440,2.8292515308091734e-06,7.938583730124956e-07
TCP,389,TCP/389,1898,115440,2.8292515308091734e-06,7.938583730124956e-07
TCP,636,TCP/636,1898,115440,2.8292515308091734e-06,7.938583730124956e-07
TCP,3995,TCP/3995,1897,114808,2.827760881952056e-06,7.895122322316232e-07
TCP,5357,TCP/5357,1897,114828,2.827760881952056e-06,7.896497683322838e-07
TCP,3493,TCP/3493,1896,114744,2.8262702330949383e-06,7.890721167095096e-07
TCP,4444,TCP/4444,1896,114768,2.8262702330949383e-06,7.892371600303022e-07
TCP,5666,TCP/5666,1896,114768,2.8262702330949383e-06,7.892371600303022e-07
TCP,5901,TCP/5901,1896,114768,2.8262702330949383e-06,7.892371600303022e-07
TCP,6389,TCP/6389,1895,114708,2.8247795842378207e-06,7.888245517283206e-07
TCP,6792,TCP/6792,1893,114564,2.8217982865235855e-06,7.878342918035649e-07
TCP,3324,TCP/3324,1892,114504,2.820307637666468e-06,7.874216835015834e-07
TCP,3333,TCP/3333,1892,114504,2.820307637666468e-06,7.874216835015834e-07
TCP,3914,TCP/3914,1892,114504,2.820307637666468e-06,7.874216835015834e-07
TCP,3031,TCP/3031,1891,114444,2.8188169888093504e-06,7.870090751996019e-07
TCP,3766,TCP/3766,1891,114444,2.8188169888093504e-06,7.870090751996019e-07
TCP,5102,TCP/5102,1891,114440,2.8188169888093504e-06,7.869815679794697e-07
TCP,5560,TCP/5560,1891,114444,2.8188169888093504e-06,7.870090751996019e-07
TCP,5906,TCP/5906,1891,114444,2.8188169888093504e-06,7.870090751996019e-07
TCP,6007,TCP/6007,1891,114444,2.8188169888093504e-06,7.870090751996019e-07
TCP,6059,TCP/6059,1891,114444,2.8188169888093504e-06,7.870090751996019e-07
TCP,3221,TCP/3221,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,3261,TCP/3261,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,3306,TCP/3306,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,3369,TCP/3369,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,3905,TCP/3905,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,4003,TCP/4003,1890,114380,2.817326339952233e-06,7.865689596774881e-07
TCP,4445,TCP/4445,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,5566,TCP/5566,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,5952,TCP/5952,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,6112,TCP/6112,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,6788,TCP/6788,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,7777,TCP/7777,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,8002,TCP/8002,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,8021,TCP/8021,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,8045,TCP/8045,1890,114384,2.817326339952233e-06,7.865964668976203e-07
TCP,3001,TCP/3001,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,3372,TCP/3372,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,3517,TCP/3517,1889,114320,2.8158356910951152e-06,7.861563513755067e-07
TCP,5298,TCP/5298,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,5405,TCP/5405,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,5802,TCP/5802,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,5961,TCP/5961,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,7627,TCP/7627,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,7676,TCP/7676,1889,114320,2.8158356910951152e-06,7.861563513755067e-07
TCP,7920,TCP/7920,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,7938,TCP/7938,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,8011,TCP/8011,1889,114324,2.8158356910951152e-06,7.861838585956387e-07
TCP,3013,TCP/3013,1888,114264,2.8143450422379976e-06,7.857712502936572e-07
TCP,3404,TCP/3404,1888,114264,2.8143450422379976e-06,7.857712502936572e-07
TCP,3527,TCP/3527,1888,114264,2.8143450422379976e-06,7.857712502936572e-07
TCP,3580,TCP/3580,1888,114240,2.8143450422379976e-06,7.856062069728646e-07
TCP,3690,TCP/3690,1888,114240,2.8143450422379976e-06,7.856062069728646e-07
TCP,4129,TCP/4129,1888,114264,2.8143450422379976e-06,7.857712502936572e-07
TCP,5555,TCP/5555,1888,114260,2.8143450422379976e-06,7.857437430735251e-07
TCP,5730,TCP/5730,1888,114264,2.8143450422379976e-06,7.857712502936572e-07
TCP,6567,TCP/6567,1888,114240,2.8143450422379976e-06,7.856062069728646e-07
TCP,7004,TCP/7004,1888,114260,2.8143450422379976e-06,7.857437430735251e-07
TCP,3390,TCP/3390,1887,114180,2.81285439338088e-06,7.85193598670883e-07
TCP,3689,TCP/3689,1887,114180,2.81285439338088e-06,7.85193598670883e-07
TCP,3826,TCP/3826,1887,114180,2.81285439338088e-06,7.85193598670883e-07
TCP,4001,TCP/4001,1887,114184,2.81285439338088e-06,7.852211058910152e-07
TCP,4002,TCP/4002,1887,114180,2.81285439338088e-06,7.85193598670883e-07
TCP,4045,TCP/4045,1887,114180,2.81285439338088e-06,7.85193598670883e-07
TCP,4321,TCP/4321,1887,114180,2.81285439338088e-06,7.85193598670883e-07
TCP,5060,TCP/5060,1887,114200,2.81285439338088e-06,7.853311347715436e-07
TCP,6123,TCP/6123,1887,114184,2.81285439338088e-06,7.852211058910152e-07
TCP,2909,TCP/2909,1886,114144,2.8113637445237625e-06,7.849460336896941e-07
TCP,3367,TCP/3367,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,3476,TCP/3476,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,4125,TCP/4125,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,4126,TCP/4126,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,4446,TCP/4446,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,5226,TCP/5226,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,5962,TCP/5962,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,5987,TCP/5987,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,6510,TCP/6510,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,6580,TCP/6580,1886,114120,2.8113637445237625e-06,7.847809903689014e-07
TCP,7496,TCP/7496,1886,114140,2.8113637445237625e-06,7.84918526469562e-07
TCP,3003,TCP/3003,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,3052,TCP/3052,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,3168,TCP/3168,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,3546,TCP/3546,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,3703,TCP/3703,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,3809,TCP/3809,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,3998,TCP/3998,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,4662,TCP/4662,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,5001,TCP/5001,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,5030,TCP/5030,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,5061,TCP/5061,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,5269,TCP/5269,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,5431,TCP/5431,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,5500,TCP/5500,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,5999,TCP/5999,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,6566,TCP/6566,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,6667,TCP/6667,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,7019,TCP/7019,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,7778,TCP/7778,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,8000,TCP/8000,1885,114060,2.809873095666645e-06,7.8436838206692e-07
TCP,2869,TCP/2869,1884,114024,2.8083824468095273e-06,7.84120817085731e-07
TCP,3269,TCP/3269,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3283,TCP/3283,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3300,TCP/3300,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3301,TCP/3301,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3351,TCP/3351,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3370,TCP/3370,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3389,TCP/3389,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3551,TCP/3551,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3659,TCP/3659,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3737,TCP/3737,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3784,TCP/3784,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3828,TCP/3828,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3851,TCP/3851,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3880,TCP/3880,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,3920,TCP/3920,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,4005,TCP/4005,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,4224,TCP/4224,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,4449,TCP/4449,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,5100,TCP/5100,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,5550,TCP/5550,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,5678,TCP/5678,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,5811,TCP/5811,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,5815,TCP/5815,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,5902,TCP/5902,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,5910,TCP/5910,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,5915,TCP/5915,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,5959,TCP/5959,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,6004,TCP/6004,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,6005,TCP/6005,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,6009,TCP/6009,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,6502,TCP/6502,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,6666,TCP/6666,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,6839,TCP/6839,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,7100,TCP/7100,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,7911,TCP/7911,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,7921,TCP/7921,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,8007,TCP/8007,1884,114000,2.8083824468095273e-06,7.839557737649384e-07
TCP,2811,TCP/2811,1883,113964,2.8068917979524097e-06,7.837082087837495e-07
TCP,3030,TCP/3030,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3077,TCP/3077,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3128,TCP/3128,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3211,TCP/3211,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3260,TCP/3260,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3268,TCP/3268,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3323,TCP/3323,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3371,TCP/3371,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3814,TCP/3814,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3869,TCP/3869,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,3945,TCP/3945,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,4004,TCP/4004,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,4242,TCP/4242,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,4848,TCP/4848,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5002,TCP/5002,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5003,TCP/5003,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5009,TCP/5009,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5050,TCP/5050,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5214,TCP/5214,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5221,TCP/5221,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5222,TCP/5222,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5631,TCP/5631,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5679,TCP/5679,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5718,TCP/5718,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5903,TCP/5903,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5922,TCP/5922,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,5925,TCP/5925,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,6002,TCP/6002,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,6025,TCP/6025,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,6129,TCP/6129,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,6156,TCP/6156,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,6547,TCP/6547,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,6646,TCP/6646,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,6699,TCP/6699,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,6881,TCP/6881,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,7000,TCP/7000,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,7002,TCP/7002,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,7007,TCP/7007,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,7106,TCP/7106,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,7201,TCP/7201,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,7402,TCP/7402,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,7443,TCP/7443,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,7512,TCP/7512,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,7800,TCP/7800,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,8008,TCP/8008,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,8010,TCP/8010,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,8031,TCP/8031,1883,113940,2.8068917979524097e-06,7.835431654629568e-07
TCP,2701,TCP/2701,1883,113964,2.8068917979524097e-06,7.837082087837495e-07
TCP,2875,TCP/2875,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,2910,TCP/2910,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,2968,TCP/2968,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3017,TCP/3017,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3071,TCP/3071,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3322,TCP/3322,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3801,TCP/3801,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3827,TCP/3827,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3871,TCP/3871,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3889,TCP/3889,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3918,TCP/3918,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3971,TCP/3971,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,3986,TCP/3986,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,4000,TCP/4000,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,4006,TCP/4006,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,4111,TCP/4111,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,4279,TCP/4279,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,4343,TCP/4343,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,4550,TCP/4550,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,4900,TCP/4900,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5054,TCP/5054,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5080,TCP/5080,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5087,TCP/5087,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5101,TCP/5101,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5120,TCP/5120,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5225,TCP/5225,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5280,TCP/5280,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5414,TCP/5414,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5510,TCP/5510,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5801,TCP/5801,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5810,TCP/5810,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5825,TCP/5825,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5850,TCP/5850,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5877,TCP/5877,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5900,TCP/5900,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5904,TCP/5904,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5911,TCP/5911,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5950,TCP/5950,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5963,TCP/5963,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,5989,TCP/5989,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6000,TCP/6000,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6006,TCP/6006,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6100,TCP/6100,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6101,TCP/6101,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6106,TCP/6106,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6543,TCP/6543,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6565,TCP/6565,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6669,TCP/6669,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6692,TCP/6692,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6779,TCP/6779,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,6969,TCP/6969,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,7025,TCP/7025,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,7103,TCP/7103,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,7200,TCP/7200,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,7435,TCP/7435,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,7625,TCP/7625,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,7999,TCP/7999,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,8022,TCP/8022,1882,113880,2.805401149095292e-06,7.831305571609753e-07
TCP,2967,TCP/2967,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,2998,TCP/2998,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,3011,TCP/3011,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,3325,TCP/3325,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,3800,TCP/3800,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,3878,TCP/3878,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,4443,TCP/4443,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,4567,TCP/4567,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,4899,TCP/4899,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5000,TCP/5000,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5051,TCP/5051,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5190,TCP/5190,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5200,TCP/5200,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5432,TCP/5432,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5440,TCP/5440,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5544,TCP/5544,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5822,TCP/5822,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5859,TCP/5859,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5862,TCP/5862,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5907,TCP/5907,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,5960,TCP/5960,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,6001,TCP/6001,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,6346,TCP/6346,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,6668,TCP/6668,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,6689,TCP/6689,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,6901,TCP/6901,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,7001,TCP/7001,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,7937,TCP/7937,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,8001,TCP/8001,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,8009,TCP/8009,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,8042,TCP/8042,1881,113820,2.8039105002381746e-06,7.827179488589937e-07
TCP,2604,TCP/2604,1881,113844,2.8039105002381746e-06,7.828829921797863e-07
TCP,4998,TCP/4998,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,5004,TCP/5004,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,5033,TCP/5033,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,5633,TCP/5633,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,5800,TCP/5800,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,5988,TCP/5988,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,5998,TCP/5998,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,6003,TCP/6003,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,6789,TCP/6789,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,7070,TCP/7070,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,7741,TCP/7741,1880,113760,2.802419851381057e-06,7.823053405570122e-07
TCP,2702,TCP/2702,1880,113784,2.802419851381057e-06,7.824703838778049e-07
TCP,3000,TCP/3000,1879,113700,2.8009292025239394e-06,7.818927322550307e-07
TCP,3005,TCP/3005,1879,113700,2.8009292025239394e-06,7.818927322550307e-07
TCP,3007,TCP/3007,1879,113700,2.8009292025239394e-06,7.818927322550307e-07
TCP,2725,TCP/2725,1878,113640,2.799438553666822e-06,7.814801239530491e-07
TCP,2920,TCP/2920,1878,113640,2.799438553666822e-06,7.814801239530491e-07
TCP,3006,TCP/3006,1878,113640,2.799438553666822e-06,7.814801239530491e-07
TCP,2383,TCP/2383,1878,113664,2.799438553666822e-06,7.816451672738417e-07
TCP,2602,TCP/2602,1878,113664,2.799438553666822e-06,7.816451672738417e-07
TCP,2800,TCP/2800,1877,113580,2.797947904809704e-06,7.810675156510676e-07
TCP,2718,TCP/2718,1876,113520,2.7964572559525863e-06,7.80654907349086e-07
TCP,2710,TCP/2710,1876,113520,2.7964572559525863e-06,7.80654907349086e-07
TCP,2717,TCP/2717,1875,113460,2.7949666070954687e-06,7.802422990471044e-07
TCP,2809,TCP/2809,1875,113460,2.7949666070954687e-06,7.802422990471044e-07
TCP,2381,TCP/2381,1875,113480,2.7949666070954687e-06,7.80379835147765e-07
TCP,2608,TCP/2608,1875,113460,2.7949666070954687e-06,7.802422990471044e-07
TCP,2557,TCP/2557,1874,113400,2.793475958238351e-06,7.79829690745123e-07
TCP,2605,TCP/2605,1874,113400,2.793475958238351e-06,7.79829690745123e-07
TCP,2607,TCP/2607,1874,113400,2.793475958238351e-06,7.79829690745123e-07
TCP,2638,TCP/2638,1874,113400,2.793475958238351e-06,7.79829690745123e-07
TCP,2394,TCP/2394,1872,113280,2.790494660524116e-06,7.790044741411598e-07
TCP,2399,TCP/2399,1872,113280,2.790494660524116e-06,7.790044741411598e-07
