level,campaign_second,epoch_second,packet_count,byte_count,pps,Bps
L0,0,1782901295,6,475,6,475
L0,1,1782901296,17,1342,17,1342
L0,2,1782901297,17,1342,17,1342
L0,3,1782901298,16,1270,16,1270
L0,4,1782901299,17,1342,17,1342
L0,5,1782901300,17,1342,17,1342
L0,6,1782901301,17,1342,17,1342
L0,7,1782901302,16,1270,16,1270
L0,8,1782901303,18,1414,18,1414
L0,9,1782901304,18,1414,18,1414
L0,10,1782901305,16,1270,16,1270
L0,11,1782901306,17,1342,17,1342
L0,12,1782901307,17,1342,17,1342
L0,13,1782901308,16,1270,16,1270
L0,14,1782901309,17,1342,17,1342
L0,15,1782901310,17,1342,17,1342
L0,16,1782901311,16,1270,16,1270
L0,17,1782901312,17,1342,17,1342
L0,18,1782901313,18,1414,18,1414
L0,19,1782901314,17,1342,17,1342
L0,20,1782901315,17,1342,17,1342
L0,21,1782901316,17,1342,17,1342
L0,22,1782901317,12,939,12,939
L0,23,1782901318,14,1110,14,1110
L0,24,1782901319,17,1342,17,1342
L0,25,1782901320,18,1414,18,1414
L0,26,1782901321,17,1342,17,1342
L0,27,1782901322,19,1486,19,1486
L0,28,1782901323,17,1342,17,1342
L0,29,1782901324,16,1270,16,1270
L0,30,1782901325,18,1414,18,1414
L0,31,1782901326,17,1342,17,1342
L0,32,1782901327,18,1414,18,1414
L0,33,1782901328,16,1270,16,1270
L0,34,1782901329,18,1414,18,1414
L0,35,1782901330,18,1414,18,1414
L0,36,1782901331,18,1414,18,1414
L0,37,1782901332,17,1342,17,1342
L0,38,1782901333,17,1342,17,1342
L0,39,1782901334,19,1474,19,1474
L0,44,1782901339,16,1270,16,1270
L0,45,1782901340,16,1270,16,1270
L0,46,1782901341,16,1270,16,1270
L0,47,1782901342,17,1342,17,1342
L0,48,1782901343,18,1414,18,1414
L0,49,1782901344,17,1342,17,1342
L0,50,1782901345,9,707,9,707
L0,51,1782901346,17,1342,17,1342
L0,52,1782901347,17,1342,17,1342
L0,53,1782901348,17,1342,17,1342
L0,54,1782901349,16,1270,16,1270
L0,55,1782901350,17,1342,17,1342
L0,56,1782901351,17,1342,17,1342
L0,57,1782901352,17,1342,17,1342
L0,58,1782901353,18,1414,18,1414
L0,59,1782901354,17,1342,17,1342
L0,60,1782901355,17,1342,17,1342
L0,61,1782901356,16,1270,16,1270
L0,62,1782901357,17,1342,17,1342
L0,63,1782901358,18,1414,18,1414
L0,64,1782901359,17,1342,17,1342
L0,65,1782901360,17,1342,17,1342
L0,66,1782901361,17,1342,17,1342
L0,67,1782901362,16,1270,16,1270
L0,68,1782901363,18,1414,18,1414
L0,69,1782901364,17,1342,17,1342
L0,70,1782901365,16,1270,16,1270
L0,71,1782901366,17,1342,17,1342
L0,72,1782901367,16,1270,16,1270
L0,73,1782901368,18,1414,18,1414
L0,74,1782901369,16,1270,16,1270
L0,75,1782901370,17,1342,17,1342
L0,76,1782901371,17,1342,17,1342
L0,77,1782901372,17,1342,17,1342
L0,78,1782901373,17,1342,17,1342
L0,79,1782901374,12,939,12,939
L0,80,1782901375,14,1110,14,1110
L0,81,1782901376,16,1270,16,1270
L0,82,1782901377,17,1342,17,1342
L0,83,1782901378,18,1414,18,1414
L0,86,1782901381,18,1414,18,1414
L0,87,1782901382,17,1342,17,1342
L0,88,1782901383,17,1342,17,1342
L0,89,1782901384,17,1342,17,1342
L0,90,1782901385,18,1414,18,1414
L0,91,1782901386,18,1414,18,1414
L0,92,1782901387,18,1414,18,1414
L0,93,1782901388,16,1270,16,1270
L0,94,1782901389,18,1414,18,1414
L0,95,1782901390,17,1342,17,1342
L0,96,1782901391,17,1342,17,1342
L0,97,1782901392,17,1342,17,1342
L0,98,1782901393,16,1270,16,1270
L0,99,1782901394,17,1342,17,1342
L0,100,1782901395,17,1342,17,1342
L0,101,1782901396,16,1270,16,1270
L0,102,1782901397,17,1342,17,1342
L0,103,1782901398,16,1270,16,1270
L0,104,1782901399,8,635,8,635
L0,105,1782901400,16,1270,16,1270
L0,106,1782901401,18,1414,18,1414
L0,107,1782901402,17,1342,17,1342
L0,108,1782901403,16,1270,16,1270
L0,109,1782901404,18,1414,18,1414
L0,110,1782901405,17,1342,17,1342
L0,111,1782901406,18,1414,18,1414
L0,112,1782901407,16,1270,16,1270
L0,113,1782901408,17,1342,17,1342
L0,114,1782901409,17,1342,17,1342
L0,115,1782901410,17,1342,17,1342
L0,116,1782901411,18,1414,18,1414
L0,117,1782901412,18,1414,18,1414
L0,118,1782901413,17,1342,17,1342
L0,119,1782901414,17,1342,17,1342
L0,120,1782901415,16,1270,16,1270
L0,121,1782901416,17,1342,17,1342
L0,122,1782901417,18,1414,18,1414
L0,123,1782901418,17,1342,17,1342
L0,124,1782901419,17,1342,17,1342
L0,125,1782901420,9,707,9,707
L0,127,1782901422,9,707,9,707
L0,128,1782901423,18,1414,18,1414
L0,129,1782901424,16,1270,16,1270
L0,130,1782901425,17,1342,17,1342
L0,131,1782901426,11,867,11,867
L0,132,1782901427,15,1182,15,1182
L0,133,1782901428,16,1270,16,1270
L0,134,1782901429,16,1270,16,1270
L0,135,1782901430,16,1270,16,1270
L0,136,1782901431,16,1270,16,1270
L0,137,1782901432,17,1342,17,1342
L0,138,1782901433,17,1342,17,1342
L0,139,1782901434,17,1342,17,1342
L0,140,1782901435,17,1342,17,1342
L0,141,1782901436,17,1342,17,1342
L0,142,1782901437,17,1342,17,1342
L0,143,1782901438,17,1342,17,1342
L0,144,1782901439,17,1342,17,1342
L0,145,1782901440,16,1270,16,1270
L0,146,1782901441,17,1342,17,1342
L0,147,1782901442,18,1414,18,1414
L0,148,1782901443,16,1270,16,1270
L0,149,1782901444,17,1342,17,1342
L0,150,1782901445,16,1270,16,1270
L0,151,1782901446,19,1474,19,1474
L0,152,1782901447,17,1342,17,1342
L0,153,1782901448,16,1270,16,1270
L0,154,1782901449,17,1342,17,1342
L0,155,1782901450,17,1342,17,1342
L0,156,1782901451,17,1342,17,1342
L0,157,1782901452,17,1342,17,1342
L0,158,1782901453,16,1270,16,1270
L0,159,1782901454,17,1342,17,1342
L0,160,1782901455,17,1342,17,1342
L0,161,1782901456,8,635,8,635
L0,162,1782901457,17,1342,17,1342
L0,163,1782901458,17,1342,17,1342
L0,164,1782901459,17,1342,17,1342
L0,165,1782901460,18,1414,18,1414
L0,166,1782901461,16,1270,16,1270
L0,167,1782901462,9,707,9,707
L0,169,1782901464,8,635,8,635
L0,170,1782901465,17,1342,17,1342
L0,171,1782901466,17,1342,17,1342
L0,172,1782901467,17,1342,17,1342
L0,173,1782901468,17,1342,17,1342
L0,174,1782901469,17,1342,17,1342
L0,175,1782901470,17,1342,17,1342
L0,176,1782901471,17,1342,17,1342
L0,177,1782901472,18,1414,18,1414
L0,178,1782901473,16,1270,16,1270
L0,179,1782901474,17,1342,17,1342
L0,180,1782901475,16,1270,16,1270
L0,181,1782901476,18,1414,18,1414
L0,182,1782901477,17,1342,17,1342
L0,183,1782901478,16,1270,16,1270
L0,184,1782901479,17,1342,17,1342
L0,185,1782901480,17,1342,17,1342
L0,186,1782901481,17,1342,17,1342
L0,187,1782901482,18,1414,18,1414
L0,188,1782901483,12,939,12,939
L0,189,1782901484,14,1110,14,1110
L0,190,1782901485,17,1342,17,1342
L0,191,1782901486,17,1342,17,1342
L0,192,1782901487,17,1342,17,1342
L0,193,1782901488,18,1414,18,1414
L0,194,1782901489,18,1414,18,1414
L0,195,1782901490,18,1414,18,1414
L0,196,1782901491,18,1414,18,1414
L0,197,1782901492,16,1270,16,1270
L0,198,1782901493,18,1414,18,1414
L0,199,1782901494,18,1414,18,1414
L0,200,1782901495,17,1342,17,1342
L0,201,1782901496,17,1342,17,1342
L0,202,1782901497,18,1414,18,1414
L0,203,1782901498,16,1270,16,1270
L0,204,1782901499,17,1342,17,1342
L0,205,1782901500,16,1270,16,1270
L0,206,1782901501,16,1270,16,1270
L0,207,1782901502,17,1342,17,1342
L0,208,1782901503,17,1342,17,1342
L0,900,1782902195,5,381,5,381
L0,901,1782902196,17,1298,17,1298
L0,902,1782902197,18,1370,18,1370
L0,903,1782902198,16,1226,16,1226
L0,904,1782902199,19,1442,19,1442
L0,905,1782902200,16,1226,16,1226
L0,906,1782902201,16,1226,16,1226
L0,907,1782902202,18,1370,18,1370
L0,908,1782902203,16,1226,16,1226
L0,909,1782902204,16,1226,16,1226
L0,910,1782902205,16,1226,16,1226
L0,911,1782902206,16,1226,16,1226
L0,912,1782902207,16,1226,16,1226
L0,913,1782902208,17,1298,17,1298
L0,914,1782902209,17,1298,17,1298
L0,915,1782902210,17,1298,17,1298
L0,916,1782902211,17,1298,17,1298
L0,917,1782902212,18,1370,18,1370
L0,918,1782902213,16,1226,16,1226
L0,919,1782902214,16,1226,16,1226
L0,920,1782902215,17,1298,17,1298
L0,921,1782902216,16,1226,16,1226
L0,922,1782902217,17,1298,17,1298
L0,923,1782902218,18,1370,18,1370
L0,924,1782902219,18,1370,18,1370
L0,925,1782902220,17,1298,17,1298
L0,926,1782902221,16,1226,16,1226
L0,927,1782902222,17,1298,17,1298
L0,928,1782902223,16,1226,16,1226
L0,929,1782902224,17,1298,17,1298
L0,930,1782902225,16,1226,16,1226
L0,931,1782902226,16,1226,16,1226
L0,932,1782902227,16,1226,16,1226
L0,933,1782902228,17,1298,17,1298
L0,934,1782902229,16,1226,16,1226
L0,935,1782902230,17,1298,17,1298
L0,936,1782902231,16,1226,16,1226
L0,937,1782902232,16,1226,16,1226
L0,938,1782902233,16,1226,16,1226
L0,939,1782902234,18,1370,18,1370
L0,943,1782902238,8,613,8,613
L0,944,1782902239,18,1370,18,1370
L0,945,1782902240,17,1298,17,1298
L0,946,1782902241,17,1298,17,1298
L0,947,1782902242,16,1226,16,1226
L0,948,1782902243,18,1370,18,1370
L0,949,1782902244,17,1298,17,1298
L0,950,1782902245,16,1226,16,1226
L0,951,1782902246,17,1298,17,1298
L0,952,1782902247,16,1226,16,1226
L0,953,1782902248,18,1370,18,1370
L0,954,1782902249,18,1370,18,1370
L0,955,1782902250,16,1226,16,1226
L0,956,1782902251,16,1226,16,1226
L0,957,1782902252,17,1298,17,1298
L0,958,1782902253,16,1226,16,1226
L0,959,1782902254,16,1226,16,1226
L0,960,1782902255,16,1226,16,1226
L0,961,1782902256,16,1226,16,1226
L0,962,1782902257,16,1226,16,1226
L0,963,1782902258,17,1298,17,1298
L0,964,1782902259,16,1226,16,1226
L0,965,1782902260,17,1298,17,1298
L0,966,1782902261,16,1226,16,1226
L0,967,1782902262,17,1298,17,1298
L0,968,1782902263,16,1226,16,1226
L0,969,1782902264,16,1226,16,1226
L0,970,1782902265,18,1370,18,1370
L0,971,1782902266,16,1226,16,1226
L0,972,1782902267,16,1226,16,1226
L0,973,1782902268,17,1298,17,1298
L0,974,1782902269,17,1298,17,1298
L0,975,1782902270,16,1226,16,1226
L0,976,1782902271,17,1298,17,1298
L0,977,1782902272,16,1226,16,1226
L0,978,1782902273,17,1298,17,1298
L0,979,1782902274,16,1226,16,1226
L0,980,1782902275,17,1298,17,1298
L0,981,1782902276,16,1226,16,1226
L0,982,1782902277,17,1298,17,1298
L0,985,1782902280,8,613,8,613
L0,986,1782902281,16,1226,16,1226
L0,987,1782902282,16,1226,16,1226
L0,988,1782902283,16,1226,16,1226
L0,989,1782902284,16,1226,16,1226
L0,990,1782902285,17,1298,17,1298
L0,991,1782902286,16,1226,16,1226
L0,992,1782902287,17,1298,17,1298
L0,993,1782902288,16,1226,16,1226
L0,994,1782902289,16,1226,16,1226
L0,995,1782902290,16,1226,16,1226
L0,996,1782902291,18,1370,18,1370
L0,997,1782902292,17,1298,17,1298
L0,998,1782902293,17,1298,17,1298
L0,999,1782902294,17,1298,17,1298
L0,1000,1782902295,16,1226,16,1226
L0,1001,1782902296,18,1370,18,1370
L0,1002,1782902297,16,1226,16,1226
L0,1003,1782902298,17,1298,17,1298
L0,1004,1782902299,16,1226,16,1226
L0,1005,1782902300,16,1226,16,1226
L0,1006,1782902301,17,1298,17,1298
L0,1007,1782902302,16,1226,16,1226
L0,1008,1782902303,18,1370,18,1370
L0,1009,1782902304,16,1226,16,1226
L0,1010,1782902305,17,1298,17,1298
L0,1011,1782902306,16,1226,16,1226
L0,1012,1782902307,16,1226,16,1226
L0,1013,1782902308,18,1370,18,1370
L0,1014,1782902309,16,1226,16,1226
L0,1015,1782902310,16,1226,16,1226
L0,1016,1782902311,17,1298,17,1298
L0,1017,1782902312,16,1226,16,1226
L0,1018,1782902313,17,1298,17,1298
L0,1019,1782902314,16,1226,16,1226
L0,1020,1782902315,17,1298,17,1298
L0,1021,1782902316,16,1226,16,1226
L0,1022,1782902317,17,1298,17,1298
L0,1023,1782902318,16,1226,16,1226
L0,1024,1782902319,17,1298,17,1298
L0,1027,1782902322,17,1298,17,1298
L0,1028,1782902323,17,1298,17,1298
L0,1029,1782902324,16,1226,16,1226
L0,1030,1782902325,17,1298,17,1298
L0,1031,1782902326,18,1370,18,1370
L0,1032,1782902327,16,1226,16,1226
L0,1033,1782902328,16,1226,16,1226
L0,1034,1782902329,16,1226,16,1226
L0,1035,1782902330,17,1298,17,1298
L0,1036,1782902331,16,1226,16,1226
L0,1037,1782902332,17,1298,17,1298
L0,1038,1782902333,16,1226,16,1226
L0,1039,1782902334,16,1226,16,1226
L0,1040,1782902335,17,1298,17,1298
L0,1041,1782902336,16,1226,16,1226
L0,1042,1782902337,16,1226,16,1226
L0,1043,1782902338,17,1298,17,1298
L0,1044,1782902339,17,1298,17,1298
L0,1045,1782902340,17,1298,17,1298
L0,1046,1782902341,17,1298,17,1298
L0,1047,1782902342,17,1298,17,1298
L0,1048,1782902343,16,1226,16,1226
L0,1049,1782902344,17,1298,17,1298
L0,1050,1782902345,17,1298,17,1298
L0,1051,1782902346,16,1226,16,1226
L0,1052,1782902347,16,1226,16,1226
L0,1053,1782902348,16,1226,16,1226
L0,1054,1782902349,12,917,12,917
L0,1055,1782902350,13,994,13,994
L0,1056,1782902351,16,1226,16,1226
L0,1057,1782902352,16,1226,16,1226
L0,1058,1782902353,17,1298,17,1298
L0,1059,1782902354,16,1226,16,1226
L0,1060,1782902355,17,1298,17,1298
L0,1061,1782902356,16,1226,16,1226
L0,1062,1782902357,17,1298,17,1298
L0,1063,1782902358,16,1226,16,1226
L0,1064,1782902359,16,1226,16,1226
L0,1065,1782902360,16,1226,16,1226
L0,1066,1782902361,17,1298,17,1298
L0,1069,1782902364,16,1226,16,1226
L0,1070,1782902365,16,1226,16,1226
L0,1071,1782902366,17,1298,17,1298
L0,1072,1782902367,17,1298,17,1298
L0,1073,1782902368,17,1298,17,1298
L0,1074,1782902369,17,1298,17,1298
L0,1075,1782902370,17,1298,17,1298
L0,1076,1782902371,16,1226,16,1226
L0,1077,1782902372,17,1298,17,1298
L0,1078,1782902373,17,1298,17,1298
L0,1079,1782902374,16,1226,16,1226
L0,1080,1782902375,16,1226,16,1226
L0,1081,1782902376,18,1370,18,1370
L0,1082,1782902377,18,1370,18,1370
L0,1083,1782902378,16,1226,16,1226
L0,1084,1782902379,16,1226,16,1226
L0,1085,1782902380,17,1298,17,1298
L0,1086,1782902381,17,1298,17,1298
L0,1087,1782902382,17,1298,17,1298
L0,1088,1782902383,17,1298,17,1298
L0,1089,1782902384,16,1226,16,1226
L0,1090,1782902385,16,1226,16,1226
L0,1091,1782902386,17,1298,17,1298
L0,1092,1782902387,16,1226,16,1226
L0,1093,1782902388,17,1298,17,1298
L0,1094,1782902389,16,1226,16,1226
L0,1095,1782902390,17,1298,17,1298
L0,1096,1782902391,16,1226,16,1226
L0,1097,1782902392,16,1226,16,1226
L0,1098,1782902393,17,1298,17,1298
L0,1099,1782902394,17,1298,17,1298
L0,1100,1782902395,16,1226,16,1226
L0,1101,1782902396,16,1226,16,1226
L0,1102,1782902397,16,1226,16,1226
L0,1103,1782902398,16,1226,16,1226
L0,1104,1782902399,17,1298,17,1298
L0,1105,1782902400,17,1298,17,1298
L0,1106,1782902401,17,1298,17,1298
L0,1107,1782902402,17,1298,17,1298
L0,1108,1782902403,8,613,8,613
L0,1800,1782903095,20,4113,20,4113
L0,1801,1782903096,40,8226,40,8226
L0,1802,1782903097,40,8226,40,8226
L0,1803,1782903098,40,8226,40,8226
L0,1804,1782903099,40,8226,40,8226
L0,1805,1782903100,40,8226,40,8226
L0,1806,1782903101,40,8226,40,8226
L0,1807,1782903102,40,8226,40,8226
L0,1808,1782903103,40,8226,40,8226
L0,1809,1782903104,40,8226,40,8226
L0,1810,1782903105,40,8226,40,8226
L0,1811,1782903106,40,8226,40,8226
L0,1812,1782903107,40,8226,40,8226
L0,1813,1782903108,40,8226,40,8226
L0,1814,1782903109,40,8226,40,8226
L0,1815,1782903110,40,8226,40,8226
L0,1816,1782903111,40,8226,40,8226
L0,1817,1782903112,40,8226,40,8226
L0,1818,1782903113,40,8226,40,8226
L0,1819,1782903114,40,8226,40,8226
L0,1820,1782903115,40,8226,40,8226
L0,1821,1782903116,40,8226,40,8226
L0,1822,1782903117,40,8226,40,8226
L0,1823,1782903118,40,8226,40,8226
L0,1824,1782903119,40,8226,40,8226
L0,1825,1782903120,40,8226,40,8226
L0,1826,1782903121,40,8226,40,8226
L0,1827,1782903122,40,8226,40,8226
L0,1828,1782903123,40,8226,40,8226
L0,1829,1782903124,40,8226,40,8226
L0,1830,1782903125,40,8226,40,8226
L0,1831,1782903126,40,8226,40,8226
L0,1832,1782903127,40,8226,40,8226
L0,1833,1782903128,20,4113,20,4113
L0,1834,1782903129,40,8226,40,8226
L0,1835,1782903130,40,8226,40,8226
L0,1836,1782903131,40,8226,40,8226
L0,1837,1782903132,40,8226,40,8226
L0,1838,1782903133,40,8226,40,8226
L0,1839,1782903134,40,8226,40,8226
L0,1840,1782903135,20,4113,20,4113
L0,1844,1782903139,40,8226,40,8226
L0,1845,1782903140,40,8226,40,8226
L0,1846,1782903141,40,8226,40,8226
L0,1847,1782903142,40,8226,40,8226
L0,1848,1782903143,40,8226,40,8226
L0,1849,1782903144,40,8226,40,8226
L0,1850,1782903145,40,8226,40,8226
L0,1851,1782903146,40,8226,40,8226
L0,1852,1782903147,40,8226,40,8226
L0,1853,1782903148,40,8226,40,8226
L0,1854,1782903149,40,8226,40,8226
L0,1855,1782903150,40,8226,40,8226
L0,1856,1782903151,40,8226,40,8226
L0,1857,1782903152,40,8226,40,8226
L0,1858,1782903153,40,8226,40,8226
L0,1859,1782903154,40,8226,40,8226
L0,1860,1782903155,40,8226,40,8226
L0,1861,1782903156,40,8226,40,8226
L0,1862,1782903157,40,8226,40,8226
L0,1863,1782903158,40,8226,40,8226
L0,1864,1782903159,40,8226,40,8226
L0,1865,1782903160,40,8226,40,8226
L0,1866,1782903161,40,8226,40,8226
L0,1867,1782903162,40,8226,40,8226
L0,1868,1782903163,40,8226,40,8226
L0,1869,1782903164,35,5910,35,5910
L0,1870,1782903165,25,6429,25,6429
L0,1871,1782903166,40,8226,40,8226
L0,1872,1782903167,40,8226,40,8226
L0,1873,1782903168,40,8226,40,8226
L0,1874,1782903169,40,8226,40,8226
L0,1875,1782903170,40,8226,40,8226
L0,1876,1782903171,40,8226,40,8226
L0,1877,1782903172,40,8226,40,8226
L0,1878,1782903173,40,8226,40,8226
L0,1879,1782903174,40,8226,40,8226
L0,1880,1782903175,40,8226,40,8226
L0,1881,1782903176,40,8226,40,8226
L0,1882,1782903177,40,8226,40,8226
L0,1883,1782903178,20,4113,20,4113
L0,1886,1782903181,40,8226,40,8226
L0,1887,1782903182,40,8226,40,8226
L0,1888,1782903183,40,8226,40,8226
L0,1889,1782903184,40,8226,40,8226
L0,1890,1782903185,40,8226,40,8226
L0,1891,1782903186,40,8226,40,8226
L0,1892,1782903187,40,8226,40,8226
L0,1893,1782903188,40,8226,40,8226
L0,1894,1782903189,40,8226,40,8226
L0,1895,1782903190,41,8298,41,8298
L0,1896,1782903191,40,8226,40,8226
L0,1897,1782903192,40,8226,40,8226
L0,1898,1782903193,40,8226,40,8226
L0,1899,1782903194,40,8226,40,8226
L0,1900,1782903195,35,5910,35,5910
L0,1901,1782903196,25,6429,25,6429
L0,1902,1782903197,40,8226,40,8226
L0,1903,1782903198,40,8226,40,8226
L0,1904,1782903199,40,8226,40,8226
L0,1905,1782903200,40,8226,40,8226
L0,1906,1782903201,40,8226,40,8226
L0,1907,1782903202,40,8226,40,8226
L0,1908,1782903203,40,8226,40,8226
L0,1909,1782903204,40,8226,40,8226
L0,1910,1782903205,40,8226,40,8226
L0,1911,1782903206,40,8226,40,8226
L0,1912,1782903207,40,8226,40,8226
L0,1913,1782903208,40,8226,40,8226
L0,1914,1782903209,40,8226,40,8226
L0,1915,1782903210,40,8226,40,8226
L0,1916,1782903211,40,8226,40,8226
L0,1917,1782903212,40,8226,40,8226
L0,1918,1782903213,40,8226,40,8226
L0,1919,1782903214,40,8226,40,8226
L0,1920,1782903215,40,8226,40,8226
L0,1921,1782903216,40,8226,40,8226
L0,1922,1782903217,40,8226,40,8226
L0,1923,1782903218,40,8226,40,8226
L0,1924,1782903219,40,8226,40,8226
L0,1925,1782903220,20,4113,20,4113
L0,1928,1782903223,40,8226,40,8226
L0,1929,1782903224,40,8226,40,8226
L0,1930,1782903225,40,8226,40,8226
L0,1931,1782903226,40,8226,40,8226
L0,1932,1782903227,40,8226,40,8226
L0,1933,1782903228,40,8226,40,8226
L0,1934,1782903229,40,8226,40,8226
L0,1935,1782903230,40,8226,40,8226
L0,1936,1782903231,40,8226,40,8226
L0,1937,1782903232,40,8226,40,8226
L0,1938,1782903233,40,8226,40,8226
L0,1939,1782903234,35,5910,35,5910
L0,1940,1782903235,25,6429,25,6429
L0,1941,1782903236,40,8226,40,8226
L0,1942,1782903237,40,8226,40,8226
L0,1943,1782903238,40,8226,40,8226
L0,1944,1782903239,40,8226,40,8226
L0,1945,1782903240,40,8226,40,8226
L0,1946,1782903241,40,8226,40,8226
L0,1947,1782903242,40,8226,40,8226
L0,1948,1782903243,40,8226,40,8226
L0,1949,1782903244,40,8226,40,8226
L0,1950,1782903245,40,8226,40,8226
L0,1951,1782903246,40,8226,40,8226
L0,1952,1782903247,40,8226,40,8226
L0,1953,1782903248,40,8226,40,8226
L0,1954,1782903249,40,8226,40,8226
L0,1955,1782903250,40,8226,40,8226
L0,1956,1782903251,40,8226,40,8226
L0,1957,1782903252,40,8226,40,8226
L0,1958,1782903253,40,8226,40,8226
L0,1959,1782903254,40,8226,40,8226
L0,1960,1782903255,40,8226,40,8226
L0,1961,1782903256,40,8226,40,8226
L0,1962,1782903257,40,8226,40,8226
L0,1963,1782903258,40,8226,40,8226
L0,1964,1782903259,40,8226,40,8226
L0,1965,1782903260,40,8226,40,8226
L0,1966,1782903261,40,8226,40,8226
L0,1967,1782903262,40,8226,40,8226
L0,1970,1782903265,40,8226,40,8226
L0,1971,1782903266,35,5910,35,5910
L0,1972,1782903267,25,6429,25,6429
L0,1973,1782903268,40,8226,40,8226
L0,1974,1782903269,40,8226,40,8226
L0,1975,1782903270,40,8226,40,8226
L0,1976,1782903271,40,8226,40,8226
L0,1977,1782903272,40,8226,40,8226
L0,1978,1782903273,40,8226,40,8226
L0,1979,1782903274,40,8226,40,8226
L0,1980,1782903275,40,8226,40,8226
L0,1981,1782903276,40,8226,40,8226
L0,1982,1782903277,40,8226,40,8226
L0,1983,1782903278,40,8226,40,8226
L0,1984,1782903279,40,8226,40,8226
L0,1985,1782903280,40,8226,40,8226
L0,1986,1782903281,40,8226,40,8226
L0,1987,1782903282,40,8226,40,8226
L0,1988,1782903283,40,8226,40,8226
L0,1989,1782903284,40,8226,40,8226
L0,1990,1782903285,40,8226,40,8226
L0,1991,1782903286,40,8226,40,8226
L0,1992,1782903287,40,8226,40,8226
L0,1993,1782903288,40,8226,40,8226
L0,1994,1782903289,40,8226,40,8226
L0,1995,1782903290,40,8226,40,8226
L0,1996,1782903291,40,8226,40,8226
L0,1997,1782903292,40,8226,40,8226
L0,1998,1782903293,40,8226,40,8226
L0,1999,1782903294,40,8226,40,8226
L0,2000,1782903295,40,8226,40,8226
L0,2001,1782903296,40,8226,40,8226
L0,2002,1782903297,40,8226,40,8226
L0,2003,1782903298,40,8226,40,8226
L0,2004,1782903299,40,8226,40,8226
L0,2005,1782903300,40,8226,40,8226
L0,2006,1782903301,40,8226,40,8226
L0,2007,1782903302,40,8226,40,8226
L0,2008,1782903303,40,8226,40,8226
L0,2009,1782903304,20,4113,20,4113
L0,11492,1782912787,40,8226,40,8226
L0,11493,1782912788,40,8226,40,8226
L0,11494,1782912789,40,8226,40,8226
L0,11495,1782912790,40,8226,40,8226
L0,11496,1782912791,40,8226,40,8226
L0,11497,1782912792,40,8226,40,8226
L0,11498,1782912793,35,5910,35,5910
L0,11499,1782912794,25,6429,25,6429
L0,11500,1782912795,40,8226,40,8226
L0,11501,1782912796,40,8226,40,8226
L0,11502,1782912797,40,8226,40,8226
L0,11503,1782912798,41,8298,41,8298
L0,11504,1782912799,40,8226,40,8226
L0,11505,1782912800,40,8226,40,8226
L0,11506,1782912801,40,8226,40,8226
L0,11507,1782912802,40,8226,40,8226
L0,11508,1782912803,40,8226,40,8226
L0,11509,1782912804,40,8226,40,8226
L0,11510,1782912805,40,8226,40,8226
L0,11511,1782912806,40,8226,40,8226
L0,11512,1782912807,40,8226,40,8226
L0,11513,1782912808,40,8226,40,8226
L0,11514,1782912809,40,8226,40,8226
L0,11515,1782912810,40,8226,40,8226
L0,11516,1782912811,40,8226,40,8226
L0,11517,1782912812,40,8226,40,8226
L0,11518,1782912813,40,8226,40,8226
L0,11519,1782912814,40,8226,40,8226
L0,11520,1782912815,40,8226,40,8226
L0,11521,1782912816,40,8226,40,8226
L0,11522,1782912817,40,8226,40,8226
L0,11523,1782912818,40,8226,40,8226
L0,11524,1782912819,40,8226,40,8226
L0,11525,1782912820,40,8226,40,8226
L0,11526,1782912821,40,8226,40,8226
L0,11527,1782912822,40,8226,40,8226
L0,11528,1782912823,40,8226,40,8226
L0,11529,1782912824,40,8226,40,8226
L0,11530,1782912825,40,8226,40,8226
L0,11531,1782912826,40,8226,40,8226
L0,11532,1782912827,20,4113,20,4113
L0,11535,1782912830,20,4113,20,4113
L0,11536,1782912831,40,8226,40,8226
L0,11537,1782912832,40,8226,40,8226
L0,11538,1782912833,40,8226,40,8226
L0,11539,1782912834,40,8226,40,8226
L0,11540,1782912835,40,8226,40,8226
L0,11541,1782912836,40,8226,40,8226
L0,11542,1782912837,40,8226,40,8226
L0,11543,1782912838,40,8226,40,8226
L0,11544,1782912839,40,8226,40,8226
L0,11545,1782912840,40,8226,40,8226
L0,11546,1782912841,40,8226,40,8226
L0,11547,1782912842,40,8226,40,8226
L0,11548,1782912843,40,8226,40,8226
L0,11549,1782912844,40,8226,40,8226
L0,11550,1782912845,40,8226,40,8226
L0,11551,1782912846,40,8226,40,8226
L0,11552,1782912847,40,8226,40,8226
L0,11553,1782912848,40,8226,40,8226
L0,11554,1782912849,40,8226,40,8226
L0,11555,1782912850,40,8226,40,8226
L0,11556,1782912851,40,8226,40,8226
L0,11557,1782912852,40,8226,40,8226
L0,11558,1782912853,40,8226,40,8226
L0,11559,1782912854,40,8226,40,8226
L0,11560,1782912855,40,8226,40,8226
L0,11561,1782912856,25,4606,25,4606
L0,11562,1782912857,35,7733,35,7733
L0,11563,1782912858,40,8226,40,8226
L0,11564,1782912859,40,8226,40,8226
L0,11565,1782912860,40,8226,40,8226
L0,11566,1782912861,40,8226,40,8226
L0,11567,1782912862,40,8226,40,8226
L0,11568,1782912863,40,8226,40,8226
L0,11569,1782912864,40,8226,40,8226
L0,11570,1782912865,40,8226,40,8226
L0,11571,1782912866,40,8226,40,8226
L0,11572,1782912867,40,8226,40,8226
