port,packet_count,byte_count,packet_fraction,byte_fraction
5055,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5063,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5069,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5074,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5077,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5083,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5092,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5096,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5103,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5107,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5108,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5110,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5117,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5125,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5129,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5131,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5133,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5134,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5136,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5138,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5142,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5143,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5153,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5155,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5159,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5165,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5168,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5170,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5177,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5179,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5188,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5207,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5210,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5213,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5215,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5217,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5218,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5233,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5236,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5237,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5244,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5245,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5254,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5260,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5264,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5265,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5271,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5275,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5276,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5278,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5281,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5283,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5295,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5296,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5299,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5302,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5303,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5309,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5310,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5313,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5317,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5319,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5325,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5331,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5334,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5343,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5346,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5359,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5361,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5366,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5375,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5383,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5388,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5394,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5401,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5413,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5420,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5423,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5428,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5438,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5442,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5444,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5446,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5452,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5466,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5467,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5476,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5478,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5481,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5482,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5483,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5485,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5487,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5491,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5499,2023,116808,3.0155826379488713e-06,8.032658422976748e-07
5355,2023,116841,3.0155826379488713e-06,8.034927768637647e-07
2660,2022,116808,3.0140919890917537e-06,8.032658422976748e-07
2670,2022,116808,3.0140919890917537e-06,8.032658422976748e-07
2708,2022,116808,3.0140919890917537e-06,8.032658422976748e-07
2714,2022,116796,3.0140919890917537e-06,8.031833206372784e-07
2734,2022,116792,3.0140919890917537e-06,8.031558134171464e-07
7939,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7941,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7946,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7948,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7962,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7972,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7975,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7979,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7992,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7994,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7997,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
7998,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8004,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8005,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8020,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8033,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8038,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8039,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8049,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8055,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8056,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8063,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8069,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8071,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
8073,2022,116772,3.0140919890917537e-06,8.030182773164858e-07
5506,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5508,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5509,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5515,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5543,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5545,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5546,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5551,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5553,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5556,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5557,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5562,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5565,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5567,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5572,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5582,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5584,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5588,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5589,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5594,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5597,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5598,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5601,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5604,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5606,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5608,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5615,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5621,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5623,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5634,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5635,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5639,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5641,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5645,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5655,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5657,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5661,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5663,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5667,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5675,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5684,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5685,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5689,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5690,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5697,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5698,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5702,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5703,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5705,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5706,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5713,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5719,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5731,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5738,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5745,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5755,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5761,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5762,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5780,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5786,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5787,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5805,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5808,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5814,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5818,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5819,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5820,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5831,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5837,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5839,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5842,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5853,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5854,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5857,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5863,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5866,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5873,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5879,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5887,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5889,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5893,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5913,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5916,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5919,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5928,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5933,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5936,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5937,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5941,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5947,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5949,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5951,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5953,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5954,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5956,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5957,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5958,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5971,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5974,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5981,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5983,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5986,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
5992,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6008,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6011,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6012,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6015,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6028,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6032,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6040,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6053,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6056,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6061,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6064,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6074,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6079,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6089,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6091,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6094,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6097,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6102,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6105,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6108,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6121,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6125,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6128,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6130,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6132,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6137,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6146,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6154,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6157,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6164,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6175,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6176,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6178,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6180,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6186,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6188,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6192,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6193,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6207,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6215,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6219,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6222,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6223,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6226,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6228,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6233,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6237,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6238,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6246,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6250,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6251,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6256,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6262,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6270,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6299,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6309,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6311,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6312,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6314,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6329,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6333,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6335,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6338,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6339,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6341,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6348,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6353,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6358,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6361,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6368,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6372,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6373,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6375,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6378,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6381,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6384,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6387,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6392,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6394,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6395,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6397,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6400,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6401,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6403,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6404,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6405,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6412,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6413,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6415,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6417,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6420,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6422,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6425,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6432,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6439,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6446,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6447,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6448,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6449,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6459,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6461,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6468,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6469,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6482,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6484,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6495,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6498,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6503,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6504,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6521,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6524,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6534,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6535,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6536,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6540,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6541,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6556,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6577,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6579,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6584,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6586,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6594,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6601,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6619,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6639,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6641,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6642,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6644,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6645,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6650,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6652,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6655,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6656,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6660,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6665,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6680,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6691,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6702,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6707,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6721,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6732,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6733,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6739,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6740,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6742,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6749,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6750,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6753,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6755,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6763,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6764,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6766,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6772,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6776,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6781,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6783,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6787,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6791,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6794,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6799,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6802,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6807,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6808,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6811,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6817,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6831,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6835,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6836,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6845,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6857,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6863,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6878,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6882,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6887,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6891,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6900,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6904,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6907,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6911,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6912,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6914,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6916,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6917,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6919,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6928,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6932,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6935,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6939,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6941,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6944,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6952,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6972,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6977,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6980,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6983,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6987,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
6994,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7003,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7010,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7013,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7015,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7016,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7017,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7027,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7029,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7031,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
7039,2022,116760,3.0140919890917537e-06,8.029357556560896e-07
